"","CKU1","CKU3","CKU4","CKU5","CKU2","CLU1","CLU2","CLU3","CLU4","CLU5","JPU1","JPU2","JPU3","JPU4","JPU5","MHU1","MHU2","MHU3","MHU4","MHU5","YMU1","YMU2","YMU3","YMU4","YMU5"
"OTU1744.p:Stramenopiles-Bigyra.g:Amphifilaceae_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"OTU1748.p:Tubulinea-Tubulinea_X.g:Leptomyxa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1751.p:Breviatea-Breviatea_X.g:Breviata",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU1753.p:Alveolata-Ciliophora.g:Colpoda",1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1754.p:Alveolata-Ciliophora.g:Pseudocyrtolophosis",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1755.p:Opisthokonta-Choanoflagellata.g:Monosigidae_Group_O_X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1757.p:Alveolata-Ciliophora.g:CONThreeP_XXX",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,0,0,1,0,0
"OTU1760.p:Rhizaria-Cercozoa.g:Pseudodifflugiidae_X",0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU1761.p:Tubulinea-Tubulinea_X.g:Echinamoeba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"OTU1764.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"OTU1765.p:Alveolata-Ciliophora.g:Platyophryida_X",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"OTU1766.p:Rhizaria-Cercozoa.g:Allantion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1767.p:Rhizaria-Cercozoa.g:Allapsidae_X",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1768.p:Rhizaria-Cercozoa.g:Sandona",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1769.p:Stramenopiles-Bigyra.g:Borokaceae_X",0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1770.p:Evosea-Evosea_X.g:Entamoeba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1771.p:Stramenopiles-Bigyra.g:MAST-12C",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU1772.p:Stramenopiles-Bigyra.g:Amphifilaceae_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1773.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1774.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1776.p:Alveolata-Apicomplexa.g:Stylocephalus",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"OTU1777.p:Alveolata-Apicomplexa.g:Amoebogregarina",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1778.p:Tubulinea-Tubulinea_X.g:Rhizamoeba",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1786.p:Evosea-Evosea_X.g:Angulamoeba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"OTU1787.p:Centroplasthelida-Centroplasthelida_X.g:Acanthocystis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
"OTU1788.p:Rhizaria-Cercozoa.g:Paracercomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU1789.p:Opisthokonta-Choanoflagellata.g:Salpingoecidae_Group_C2_X",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU1795.p:Opisthokonta-Choanoflagellata.g:Salpingoecidae_Group_C2_X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1796.p:Rhizaria-Cercozoa.g:Penardia-lineage_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1797.p:Opisthokonta-Choanoflagellata.g:Salpingoecidae_Group_C3_X",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1798.p:Chlorophyta-Chlorophyta_X.g:Chlamydomonadales_XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1799.p:Opisthokonta-Pluriformea.g:Corallochytrium",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1800.p:Rhizaria-Cercozoa.g:Bodomorpha",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1801.p:Tubulinea-Tubulinea_X.g:Echinamoeba",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"OTU1803.p:Alveolata-Ciliophora.g:Suctoria_XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1805.p:Alveolata-Ciliophora.g:Scuticociliatia_2_XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"OTU1811.p:Chlorophyta-Chlorophyta_X.g:Dunaliella",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1813.p:Rhizaria-Cercozoa.g:Vampyrellida_clade_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1814.p:Chlorophyta-Chlorophyta_X.g:Pseudochloris",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1815.p:Rhizaria-Cercozoa.g:Rhogostoma-lineage_X",2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,3
"OTU1816.p:Rhizaria-Cercozoa.g:Allapsidae_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1817.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1819.p:Alveolata-Ciliophora.g:Apocyrtolophosis",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
"OTU1822.p:Stramenopiles-Gyrista.g:Chlamydomyzium",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1823.p:Chlorophyta-Chlorophyta_X.g:Chlorella",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"OTU1824.p:Opisthokonta-Pluriformea.g:Syssomonas",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1826.p:Opisthokonta-Choanoflagellata.g:Monosigidae_Group_O_X",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
"OTU1827.p:Evosea-Evosea_X.g:Angulamoeba",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1828.p:Alveolata-Apicomplexa.g:Monocystis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU1834.p:Breviatea-Breviatea_X.g:Breviata-lineage_X",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1835.p:Evosea-Evosea_X.g:Mb5C-lineage_X",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1837.p:Evosea-Evosea_X.g:WIM1-lineage_X",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1838.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"OTU1839.p:Tubulinea-Tubulinea_X.g:Rhizamoeba",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1840.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1841.p:Opisthokonta-Choanoflagellata.g:Monosigidae_Group_M_X",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1842.p:Evosea-Evosea_X.g:Angulamoeba",0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU1843.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU1844.p:Rhizaria-Cercozoa.g:Cercozoa_XXXX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1845.p:Evosea-Evosea_X.g:Ceratiomyxella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1846.p:Tubulinea-Tubulinea_X.g:Copromyxa",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"OTU1848.p:Rhizaria-Cercozoa.g:Glissomonadida_XX",0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU1849.p:Tubulinea-Tubulinea_X.g:Phryganella",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU1850.p:Rhizaria-Cercozoa.g:Novel-Gran-5_X",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU1851.p:Centroplasthelida-Centroplasthelida_X.g:Pterocystida_XXX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
"OTU1854.p:Tubulinea-Tubulinea_X.g:Leptomyxa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1855.p:Tubulinea-Tubulinea_X.g:Ptolemeba",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"OTU1856.p:Tubulinea-Tubulinea_X.g:Ptolemeba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU1860.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1861.p:Tubulinea-Tubulinea_X.g:Glaeseria",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1863.p:Alveolata-Ciliophora.g:Colpoda",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1864.p:Rhizaria-Cercozoa.g:Group-Te",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU1866.p:Chlorophyta-Chlorophyta_X.g:Nautococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1867.p:Evosea-Evosea_X.g:Flamella",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1868.p:Rhodelphidia-Rhodelphidia_X.g:Rhodelphis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1869.p:Ancyromonadida-Ancyromonadida_X.g:Ancyromonadida_Group-1_X",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1870.p:Rhizaria-Cercozoa.g:Polymyxa-lineage_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"OTU1871.p:Opisthokonta-Choanoflagellata.g:Lagenoeca",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1872.p:Rhizaria-Cercozoa.g:Allas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1873.p:Rhizaria-Cercozoa.g:Thalassomyxa",0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1877.p:Centroplasthelida-Centroplasthelida_X.g:Pterocystis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU1879.p:Stramenopiles-Gyrista.g:Paraphysomonadales_XX",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1880.p:Evosea-Evosea_X.g:Ceratiomyxella",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1881.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1882.p:Evosea-Evosea_X.g:Filamoeba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU1883.p:Alveolata-Ciliophora.g:Pleurostomatida_X",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU1884.p:Stramenopiles-Bigyra.g:MAST-12C",0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1885.p:Alveolata-Ciliophora.g:Oxytrichidae_X",1,0,0,2,0,0,2,0,0,0,1,0,0,1,3,2,1,2,0,0,0,0,0,0,1
"OTU1886.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"OTU1887.p:Rhizaria-Cercozoa.g:Paracercomonas",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
"OTU1888.p:Stramenopiles-Bigyra.g:Cafeteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"OTU1889.p:Centroplasthelida-Centroplasthelida_X.g:Centroplasthelida_XXXXX",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"OTU1890.p:Opisthokonta-Ichthyosporea.g:Pseudoperkinsus",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0
"OTU1895.p:Stramenopiles-Bigyra.g:Amphifilaceae_X",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU1897.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1900.p:Evosea-Evosea_X.g:WIM1-lineage_X",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"OTU1902.p:Evosea-Eumycetozoa.g:Trichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1903.p:Stramenopiles-Bigyra.g:Labyrinthulaceae_X",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU1904.p:Discoba-Discoba_X.g:Seculamonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU1908.p:Tubulinea-Tubulinea_X.g:Hartmannella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1909.p:Stramenopiles-Gyrista.g:Pseudocharaciopsis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1910.p:Opisthokonta-Choanoflagellata.g:Salpingoeca_C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1911.p:Alveolata-Ciliophora.g:Colpodida_X",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1912.p:Tubulinea-Tubulinea_X.g:Copromyxa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"OTU1913.p:Rhizaria-Cercozoa.g:Penardia-lineage_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU1914.p:Alveolata-Chrompodellids.g:Alphamonadea_ALPH2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"OTU1917.p:Telonemia-Telonemia_X.g:Telonemia-Group-2_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU1919.p:Chlorophyta-Chlorophyta_X.g:Microspora",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1920.p:Opisthokonta-Choanoflagellata.g:Salpingoeca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1923.p:Tubulinea-Tubulinea_X.g:Echinamoeba",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,5,0,2
"OTU1924.p:Rhizaria-Cercozoa.g:Limnofila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU1925.p:Alveolata-Ciliophora.g:Dimacrocaryon",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1926.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1927.p:Alveolata-Ciliophora.g:Holosticha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1928.p:Rhizaria-Cercozoa.g:Vampyrellida_XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU1929.p:Chlorophyta-Chlorophyta_X.g:Golenkinia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1931.p:Evosea-Evosea_X.g:Schizoplasmodiopsis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1932.p:Stramenopiles-Bigyra.g:Bicoecaceae_X",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU1938.p:Alveolata-Dinoflagellata.g:Dinophyceae_XXX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"OTU1939.p:Alveolata-Chrompodellids.g:Colpodellidae2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1943.p:Opisthokonta-Ichthyosporea.g:Pseudoperkinsidae_XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1944.p:Tubulinea-Tubulinea_X.g:Leptomyxa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1945.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
"OTU1948.p:Rhizaria-Cercozoa.g:Cercozoa_XXXX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1950.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1951.p:Rhizaria-Cercozoa.g:Glissomonadida_XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"OTU1952.p:Rhizaria-Cercozoa.g:Protaspa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1953.p:Stramenopiles-Gyrista.g:Spumella",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1954.p:Rhizaria-Cercozoa.g:Protaspa-lineage_X",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1
"OTU1956.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
"OTU1957.p:Evosea-Evosea_X.g:Mb5C-lineage_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU1958.p:Rhizaria-Cercozoa.g:Allantion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1961.p:Rhizaria-Cercozoa.g:Cercomonas",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1964.p:Rhizaria-Cercozoa.g:Paracercomonas",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1965.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"OTU1966.p:Alveolata-Apicomplexa.g:Aranciocystis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1967.p:Rhizaria-Cercozoa.g:Sandona",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU1968.p:Stramenopiles-Bigyra.g:Aplanochytrium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1969.p:Opisthokonta-Choanoflagellata.g:Salpingoecidae_Group_C1_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1970.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1971.p:Stramenopiles-Gyrista.g:Pythium",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1972.p:Tubulinea-Tubulinea_X.g:LOS7N/I-lineage_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1973.p:Rhizaria-Cercozoa.g:Rhogostoma",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1974.p:Rhizaria-Cercozoa.g:Limnofila",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"OTU1975.p:Alveolata-Ciliophora.g:Pseudoholophrya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1976.p:Rhizaria-Cercozoa.g:Sandonidae_X",0,4,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0
"OTU1977.p:Opisthokonta-Choanoflagellata.g:Salpingoecidae_Group_C1_X",0,0,0,0,1,0,0,0,0,2,1,1,1,0,1,1,2,2,0,0,0,0,0,0,2
"OTU1978.p:Alveolata-Ciliophora.g:Bistichella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU1983.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1986.p:Evosea-Evosea_X.g:WIM80-lineage_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1987.p:Rhizaria-Cercozoa.g:Paracercomonas",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"OTU1988.p:Rhizaria-Cercozoa.g:Rhogostoma-lineage_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1989.p:Evosea-Evosea_X.g:Mb5C-lineage_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1990.p:Alveolata-Ciliophora.g:Litostomatea_XXX",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU1991.p:Chlorophyta-Chlorophyta_X.g:Chlorogonium",0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU1992.p:Evosea-Evosea_X.g:Variosea_XXX",1,2,1,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
"OTU1993.p:Stramenopiles-Bigyra.g:Fibrophrys",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1995.p:Alveolata-Ciliophora.g:Platyophrya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU1996.p:Opisthokonta-Opisthokonta_X.g:Opisthokonta_XXXXX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1998.p:Tubulinea-Tubulinea_X.g:Ptolemeba",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2000.p:Alveolata-Ciliophora.g:Metopus",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2002.p:Alveolata-Ciliophora.g:Litostomatea_XXX",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
