"","CKU1","CKU3","CKU4","CKU5","CKU2","CLU1","CLU2","CLU3","CLU4","CLU5","JPU1","JPU2","JPU3","JPU4","JPU5","MHU1","MHU2","MHU3","MHU4","MHU5","YMU1","YMU2","YMU3","YMU4","YMU5"
"OTU858.p:Opisthokonta-Choanoflagellata.g:Diaphanoeca",0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU859.p:Tubulinea-Tubulinea_X.g:Nolandella",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU860.p:Tubulinea-Tubulinea_X.g:Rhizamoeba-saxonica-lineage_X",1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU863.p:Tubulinea-Tubulinea_X.g:Echinamoeba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU864.p:Stramenopiles-Gyrista.g:Ochromonadales_XX",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0
"OTU865.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX",0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0
"OTU868.p:Tubulinea-Tubulinea_X.g:Leptomyxa",0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,1,2,2,6,0,2
"OTU869.p:Evosea-Evosea_X.g:Variosea_XXX",1,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,2,4,2,2,0,0,0,0,0
"OTU871.p:Alveolata-Ciliophora.g:Cyrtolophosidida_X",0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU872.p:Tubulinea-Tubulinea_X.g:Copromyxa",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"OTU873.p:Stramenopiles-Gyrista.g:Pseudosolenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU875.p:Evosea-Evosea_X.g:Flamella-lineage_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"OTU877.p:Chlorophyta-Chlorophyta_X.g:Neochloris",0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,1
"OTU878.p:Stramenopiles-Bigyra.g:Amphifilaceae_X",2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,2,2,0,4
"OTU879.p:Chlorophyta-Chlorophyta_X.g:Chlamydomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"OTU882.p:Opisthokonta-Choanoflagellata.g:Salpingoeca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU883.p:Tubulinea-Tubulinea_X.g:Echinamoeba",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"OTU884.p:Rhizaria-Cercozoa.g:sm27-lineage_X",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU885.p:Evosea-Evosea_X.g:Variosea_XXX",2,2,1,1,1,3,1,0,3,4,0,3,3,1,3,1,1,1,4,0,7,7,3,6,9
"OTU886.p:Alveolata-Ciliophora.g:Maryna",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU887.p:Tubulinea-Tubulinea_X.g:Hartmannella",3,4,6,2,7,16,3,11,2,10,0,9,7,2,5,1,2,10,1,2,10,10,11,10,6
"OTU888.p:Evosea-Evosea_X.g:Ceratiomyxella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU890.p:Tubulinea-Tubulinea_X.g:Leptomyxa",1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
"OTU891.p:Evosea-Evosea_X.g:Flamella",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU894.p:Chlorophyta-Chlorophyta_X.g:Fritschiella",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU897.p:Stramenopiles-Bigyra.g:Labyrinthulaceae_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU899.p:Stramenopiles-Gyrista.g:Pythium",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU900.p:Stramenopiles-Gyrista.g:Paraphysomonas",0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,3,0,0,0,0
"OTU901.p:Evosea-Evosea_X.g:Variosea_XXX",0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,3,3,1,0,0,0,0,0
"OTU902.p:Chlorophyta-Chlorophyta_X.g:Scenedesmus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU905.p:Evosea-Evosea_X.g:Schizoplasmodiopsis",0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,0,1,2,0,0,7,0,1,1
"OTU906.p:Stramenopiles-Gyrista.g:Phytopythium",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"OTU907.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"OTU908.p:Evosea-Evosea_X.g:Ceratiomyxella",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU909.p:Rhizaria-Cercozoa.g:Paracercomonas",0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,3,0,0,1,3,0,2,2
"OTU910.p:Tubulinea-Tubulinea_X.g:Copromyxa",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"OTU911.p:Apusomonada-Apusomonada_X.g:Amastigomonas",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"OTU912.p:Chlorophyta-Chlorophyta_X.g:Golenkinia",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU913.p:Rhizaria-Cercozoa.g:Cercomonas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"OTU915.p:Haptophyta-Haptophyta_X.g:Haptophyta_XXXXX",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU916.p:Evosea-Evosea_X.g:Variosea_XXX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU917.p:Discoba-Discoba_X.g:Andaluciidae_AND1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU918.p:Picozoa-Picozoa_X.g:Picozoa_XXXXX",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU920.p:Alveolata-Ciliophora.g:Bursariomorphida_X",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU921.p:Evosea-Evosea_X.g:Ceratiomyxella",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU924.p:Stramenopiles-Gyrista.g:Paraphysomonas",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU925.p:Evosea-Evosea_X.g:Schizoplasmodiopsis",0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"OTU926.p:Rhizaria-Cercozoa.g:Allapsidae_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
"OTU927.p:Alveolata-Ciliophora.g:Apobakuella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU928.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX",1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,6,1,2,1,2
"OTU929.p:Tubulinea-Tubulinea_X.g:Rhizamoeba",0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,2,2,0
"OTU931.p:Alveolata-Ciliophora.g:OLIGO9_X",0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"OTU932.p:Stramenopiles-Bigyra.g:Paramonas",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1
"OTU933.p:Metamonada-Preaxostyla.g:Paratrimastix",0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU934.p:Chlorophyta-Chlorophyta_X.g:Pseudomuriella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
"OTU936.p:Evosea-Evosea_X.g:Acramoebidae_X",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU937.p:Alveolata-Ciliophora.g:Pleurostomatida_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU938.p:Alveolata-Apicomplexa.g:Paraschneideria",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU940.p:Tubulinea-Tubulinea_X.g:Leptomyxa",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU941.p:Haptophyta-Haptophyta_X.g:Scyphosphaera",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU942.p:Stramenopiles-Bigyra.g:MAST-12C",0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU943.p:Rhizaria-Cercozoa.g:Vampyrellida_clade_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU944.p:Stramenopiles-Bigyra.g:Labyrinthulaceae_X",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU946.p:Alveolata-Ciliophora.g:Pseudochilodonopsis",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
"OTU947.p:Stramenopiles-Gyrista.g:Bacillariophyceae_XXX",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU948.p:Evosea-Eumycetozoa.g:Dictyostelium",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0
"OTU949.p:Evosea-Evosea_X.g:Filamoeba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU951.p:Rhizaria-Cercozoa.g:Filosa-Imbricatea_XXX",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,3,0,0,1
"OTU952.p:Rhizaria-Cercozoa.g:Euglyphida_XX",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0
"OTU953.p:Rhizaria-Cercozoa.g:Agitata",1,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,4,0,0,1,0,0,0
"OTU955.p:Chlorophyta-Chlorophyta_X.g:Marsupiomonas",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU958.p:Stramenopiles-Gyrista.g:Heterosigma",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU959.p:Ancyromonadida-Ancyromonadida_X.g:Ancyromonadida_Group-1_X",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU960.p:Chlorophyta-Chlorophyta_X.g:Oocystaceae",0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"OTU961.p:Stramenopiles-Gyrista.g:Peronosporomycetes_XXX",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU962.p:Tubulinea-Tubulinea_X.g:Hartmannella",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU963.p:Alveolata-Ciliophora.g:Bryometopus",0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU964.p:Stramenopiles-Gyrista.g:Aquastella",0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU965.p:Alveolata-Apicomplexa.g:Amoebogregarina",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU966.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"OTU967.p:Stramenopiles-Gyrista.g:Chrysophyceae_XXX",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU968.p:Tubulinea-Tubulinea_X.g:Copromyxa",0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU969.p:Alveolata-Apicomplexa.g:Gregarinomorphea_X_GRE7_XX",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU970.p:Alveolata-Ciliophora.g:Sessilida_X",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU971.p:Rhizaria-Cercozoa.g:Neocercomonas",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"OTU973.p:Stramenopiles-Bigyra.g:Adriamonas",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"OTU975.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"OTU976.p:Evosea-Evosea_X.g:AND16-lineage_X",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
"OTU977.p:Tubulinea-Tubulinea_X.g:Phryganella",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"OTU979.p:Opisthokonta-Choanoflagellata.g:Salpingoecidae_Group_C1_X",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU980.p:Stramenopiles-Bigyra.g:Aplanochytrium",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU981.p:Tubulinea-Tubulinea_X.g:Copromyxa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0
"OTU982.p:Alveolata-Apicomplexa.g:Monocystis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU983.p:Alveolata-Ciliophora.g:Cristigera",0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"OTU984.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0
"OTU992.p:Evosea-Evosea_X.g:AND16-lineage_X",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2
"OTU993.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU997.p:Rhizaria-Cercozoa.g:Paracercomonas",0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"OTU998.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
"OTU999.p:Telonemia-Telonemia_X.g:Telonemia-Group-1_X",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1000.p:Alveolata-Apicomplexa.g:Paraschneideria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1001.p:Evosea-Evosea_X.g:WIM5-lineage_X",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,3,2,0,0,1,0,0,0
"OTU1002.p:Tubulinea-Tubulinea_X.g:Copromyxa",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"OTU1004.p:Tubulinea-Tubulinea_X.g:Copromyxa",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
"OTU1005.p:Stramenopiles-Bigyra.g:Aplanochytrium",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1007.p:Stramenopiles-Bigyra.g:MAST-12C",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
"OTU1008.p:Stramenopiles-Stramenopiles_X.g:Stramenopiles_XXXXX",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU1009.p:Evosea-Evosea_X.g:WIM1-lineage_X",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1010.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"OTU1011.p:Rhizaria-Cercozoa.g:Novel-Gran-6_X",0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
"OTU1014.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,1,2,0,0,0,0,0
"OTU1018.p:Stramenopiles-Bigyra.g:MAST-12C",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1025.p:Rhizaria-Cercozoa.g:Proleptomonas",1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,2,1,2,0,1,0,0,1,0,0
"OTU1026.p:Tubulinea-Tubulinea_X.g:Copromyxa",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0
"OTU1027.p:Rhizaria-Cercozoa.g:Sandonidae_X",0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"OTU1028.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,2,0,0,0
"OTU1029.p:Rhizaria-Cercozoa.g:Novel-Gran-234_X",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1030.p:Tubulinea-Tubulinea_X.g:Leptomyxa",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1031.p:Chlorophyta-Chlorophyta_X.g:Tetracystis",0,0,0,2,0,5,0,3,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1034.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1035.p:Alveolata-Chrompodellids.g:Colpodellida_CHR1_X",1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"OTU1036.p:Rhizaria-Cercozoa.g:Allapsidae_X",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
"OTU1037.p:Tubulinea-Tubulinea_X.g:Leptomyxa",0,1,0,0,0,0,1,1,1,5,1,0,2,0,1,0,0,0,0,0,0,0,1,1,1
"OTU1038.p:Rhizaria-Cercozoa.g:Thalassomyxa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1040.p:Stramenopiles-Stramenopiles_X.g:Stramenopiles_XXXXX",1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1041.p:Evosea-Evosea_X.g:Ischnamoeba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1042.p:Rhizaria-Cercozoa.g:Paracercomonas",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"OTU1043.p:Alveolata-Alveolata_X.g:Palustrimonas",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1045.p:Tubulinea-Tubulinea_X.g:Echinamoeba",0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,7,0,4
"OTU1047.p:Chlorophyta-Chlorophyta_X.g:Chloromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0
"OTU1049.p:Rhizaria-Cercozoa.g:Vernalophrys",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0
"OTU1050.p:Rhizaria-Cercozoa.g:Thalassomyxa",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
"OTU1051.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1052.p:Rhizaria-Cercozoa.g:Cercomonas",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU1054.p:Rhizaria-Cercozoa.g:sm27-lineage_X",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1055.p:Evosea-Evosea_X.g:WIM1-lineage_X",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU1057.p:Evosea-Evosea_X.g:Soliformovum",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1058.p:Evosea-Evosea_X.g:Variosea_XXX",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1060.p:Tubulinea-Tubulinea_X.g:Copromyxa",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1061.p:Chlorophyta-Chlorophyta_X.g:Pyrobotrys",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1063.p:Rhodophyta-Rhodophyta_X.g:Compsopogon",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1064.p:Alveolata-Ciliophora.g:Plagiopylea_XXX",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU1066.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X",0,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1067.p:Discoba-Discoba_X.g:Tetramitia_VI_3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1068.p:Alveolata-Ciliophora.g:Arcuospathidium",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
"OTU1069.p:Rhizaria-Cercozoa.g:Paracercomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"OTU1070.p:Alveolata-Ciliophora.g:Obertrumia",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1071.p:Evosea-Evosea_X.g:ATCC50593-lineage_X",0,2,0,3,0,3,0,1,1,0,0,1,0,0,0,1,3,1,0,0,0,0,3,0,3
"OTU1072.p:Alveolata-Chrompodellids.g:Colpodella",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1075.p:Alveolata-Ciliophora.g:Cyrtolophosidida_X",0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"OTU1076.p:Evosea-Evosea_X.g:Protostelium",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,3,4,0,0,0,0
"OTU1078.p:Opisthokonta-Choanoflagellata.g:Salpingoeca",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"OTU1079.p:Rhizaria-Cercozoa.g:Sandonidae_X",1,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
"OTU1080.p:Alveolata-Apicomplexa.g:Geneiorhynchus",0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1081.p:Stramenopiles-Bigyra.g:Thraustochytrium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,1,2
"OTU1082.p:Alveolata-Ciliophora.g:Arcuospathidium",1,3,1,0,1,0,0,0,1,3,0,4,2,0,2,0,0,0,0,0,0,0,0,1,0
"OTU1083.p:Haptophyta-Haptophyta_X.g:Phaeocystis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"OTU1084.p:Evosea-Evosea_X.g:Ceratiomyxella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1085.p:Alveolata-Ciliophora.g:Colpodida_X",1,0,0,2,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"OTU1086.p:Ancyromonadida-Ancyromonadida_X.g:Ancyromonadida_Group-1_X",0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,3,2,1,1,0,0,0,0,0
"OTU1087.p:Stramenopiles-Bigyra.g:Labyrinthula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1088.p:Evosea-Evosea_X.g:Ceratiomyxella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU1091.p:Stramenopiles-Gyrista.g:Ochromonadales_XX",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"OTU1095.p:Stramenopiles-Gyrista.g:Ochromonadales_XX",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
