"","CKU1","CKU3","CKU4","CKU5","CKU2","CLU1","CLU2","CLU3","CLU4","CLU5","JPU1","JPU2","JPU3","JPU4","JPU5","MHU1","MHU2","MHU3","MHU4","MHU5","YMU1","YMU2","YMU3","YMU4","YMU5"
"OTU731.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0
"OTU732.p__Basidiomycota.g__Schizoporaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"OTU733.p__Ascomycota.g__Cyanodermella",0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"OTU734.p__Basidiomycota.g__Entoloma",0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU735.p__Mortierellomycota.g__Mortierellales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"OTU736.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1
"OTU737.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
"OTU738.p__Ascomycota.g__Hawksworthiomyces",0,0,1,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU739.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU740.p__Ascomycota.g__Oidiodendron",0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU742.p__Ascomycota.g__Bimuria",0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU743.p__Ascomycota.g__Curvularia",0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,2,1,2,1,0
"OTU744.p__Basidiomycota.g__Thelephora",0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU745.p__Ascomycota.g__Emmonsiellopsis",0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,3,0,4,6,4,0,0,0,0,0
"OTU746.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU747.p__Ascomycota.g__Talaromyces",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU748.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU749.p__Basidiomycota.g__Multiclavula",0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0
"OTU750.p__Ascomycota.g__Fusarium",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5,0,0,0,11,0,0,0,1,0
"OTU751.p__Basidiomycota.g__Pluteus",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0,0,0
"OTU752.p__Ascomycota.g__Kiflimonium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU753.p__Ascomycota.g__Onygenales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU755.p__Basidiomycota.g__Ceratobasidium",0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"OTU756.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU758.p__Basidiomycota.g__Bolbitius",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU759.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
"OTU760.p__Ascomycota.g__Massarina",0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"OTU761.p__Ascomycota.g__Venturiaceae_gen_Incertae_sedis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU763.p__Ascomycota.g__Paramycosphaerella",0,14,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,3,0,0,0,0
"OTU765.p__Ascomycota.g__Spiromastix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"OTU766.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU767.p__Ascomycota.g__Fusarium",1,0,0,0,0,0,0,2,0,0,0,9,0,0,3,0,4,0,0,0,6,0,0,0,0
"OTU768.p__Chytridiomycota.g__Rhizophlyctidaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU769.p__Basidiomycota.g__Agaricales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU770.p__Basidiomycota.g__Puccinia",2,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"OTU771.p__Ascomycota.g__Branch06_gen_Incertae_sedis",0,0,2,0,2,0,1,0,11,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU772.p__Ascomycota.g__Anthracobia",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU773.p__Basidiomycota.g__Agrocybe",0,0,3,1,0,0,0,9,0,1,2,18,0,1,12,0,9,0,0,0,7,0,0,0,0
"OTU774.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU775.p__Ascomycota.g__Leotiales_gen_Incertae_sedis",0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU776.p__Basidiomycota.g__Agaricales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU777.p__Chytridiomycota.g__Rhizophydiales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU778.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,3,0,0,0,0,0
"OTU779.p__Basidiomycota.g__Thanatephorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU780.p__Glomeromycota.g__Rhizophagus",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU781.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"OTU782.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU783.p__Basidiomycota.g__Agaricomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU784.p__Ascomycota.g__Allocanariomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU785.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"OTU786.p__Basidiomycota.g__Clavariaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0
"OTU787.p__Basidiomycota.g__Papiliotrema",1,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0
"OTU789.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU790.p__Ascomycota.g__Pseudocercospora",1,10,0,0,0,0,0,16,1,0,0,6,0,0,15,0,8,0,0,0,16,0,0,0,0
"OTU791.p__Glomeromycota.g__Glomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU793.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU794.p__Ascomycota.g__Paraphoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU795.p__Basidiomycota.g__Agaricales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU796.p__Mortierellomycota.g__Mortierella",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,6,4
"OTU797.p__Basidiomycota.g__Carlosrosaea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0
"OTU798.p__Chytridiomycota.g__Gromochytrium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0
"OTU799.p__Chytridiomycota.g__Rhizophydiales_gen_Incertae_sedis",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU800.p__Basidiomycota.g__Coprinopsis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU801.p__Ascomycota.g__Blumeria",0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,5,0,0,0,0
"OTU802.p__Basidiomycota.g__Chionosphaeraceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU803.p__Chytridiomycota.g__Rhizophydiales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU804.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,1,0,0,0,4,0,0,0,0
"OTU805.p__Glomeromycota.g__Dominikia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU806.p__Basidiomycota.g__Ceriporia",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU807.p__Basidiomycota.g__Agaricomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1
"OTU808.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU809.p__Basidiomycota.g__Agaricomycetes_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU810.p__Chytridiomycota.g__Rhizophydiales_gen_Incertae_sedis",1,0,0,0,1,0,0,0,0,1,0,0,3,0,0,4,0,2,5,9,0,0,0,0,1
"OTU811.p__Ascomycota.g__Striaticonidium",0,0,13,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU812.p__Ascomycota.g__Coniochaeta",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
"OTU814.p__Ascomycota.g__Pezizomycotina_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"OTU815.p__Glomeromycota.g__Septoglomus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU816.p__Basidiomycota.g__Multiclavula",0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU817.p__Ascomycota.g__Chaetomium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0
"OTU818.p__Basidiomycota.g__Bullera",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU820.p__Glomeromycota.g__Rhizophagus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU821.p__Mortierellomycota.g__Mortierellales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU822.p__Basidiomycota.g__Conocybe",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU823.p__Ascomycota.g__Pyrenophora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU824.p__Ascomycota.g__Cyphellophora",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU825.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
"OTU826.p__Basidiomycota.g__Agaricomycetes_gen_Incertae_sedis",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU827.p__Basidiomycota.g__Vishniacozyma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2,0,0,0,0,0
"OTU828.p__Ascomycota.g__Gilmaniella",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7,0,1,0,0,2,0,0
"OTU830.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU831.p__Ascomycota.g__Irpicomyces",1,7,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0
"OTU832.p__Ascomycota.g__Saccharomycetales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU833.p__Ascomycota.g__Didymosphaeriaceae_gen_Incertae_sedis",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU834.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",0,18,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU835.p__Basidiomycota.g__Thelephora",0,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU836.p__Ascomycota.g__Fonsecaea",0,0,0,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU837.p__Ascomycota.g__Pezicula",0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
"OTU838.p__Basidiomycota.g__Clavulinopsis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU839.p__Ascomycota.g__Scolecopeltidium",0,0,0,0,1,0,0,6,1,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0
"OTU840.p__Ascomycota.g__Microascales_gen_Incertae_sedis",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU841.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0
"OTU842.p__Ascomycota.g__Teratosphaeriaceae_gen_Incertae_sedis",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU843.p__Ascomycota.g__Neoacrodontiella",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU844.p__Basidiomycota.g__Kockovaella",0,0,0,0,0,0,0,3,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU845.p__Glomeromycota.g__Rhizophagus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"OTU846.p__Basidiomycota.g__Agaricomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU847.p__Kickxellomycota.g__Ramicandelaber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU848.p__Ascomycota.g__Ceramothyrium",0,3,1,0,0,0,1,8,1,3,0,44,1,0,29,0,12,0,0,0,6,0,0,0,0
"OTU850.p__Ascomycota.g__Aspergillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU851.p__Ascomycota.g__Herpotrichiellaceae_gen_Incertae_sedis",0,1,0,0,0,1,0,11,0,0,0,1,0,0,5,0,8,0,0,0,4,0,0,0,0
"OTU852.p__Ascomycota.g__Sordariomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU853.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU854.p__Ascomycota.g__Arthroderma",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0,0,0
"OTU855.p__Basidiomycota.g__Trimorphomycetaceae_gen_Incertae_sedis",0,1,0,0,0,0,0,5,0,2,0,0,0,0,5,0,6,0,0,0,6,0,0,0,0
"OTU856.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU857.p__Ascomycota.g__Preussia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,7
"OTU858.p__Ascomycota.g__Setophoma",0,0,1,0,0,0,3,0,0,1,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU859.p__Ascomycota.g__Pleosporales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0
"OTU860.p__Ascomycota.g__Neostrelitziana",0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU861.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU862.p__Chytridiomycota.g__Rhizophydiales_gen_Incertae_sedis",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0
"OTU863.p__Basidiomycota.g__Naganishia",0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
"OTU864.p__Ascomycota.g__Tricladiaceae_gen_Incertae_sedis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU865.p__Ascomycota.g__Hermetothecium",0,10,0,0,0,0,0,8,0,1,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0
"OTU866.p__Ascomycota.g__Onygenales_gen_Incertae_sedis",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU867.p__Ascomycota.g__Stachybotrys",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU868.p__Ascomycota.g__Neoacrodontiella",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU870.p__Basidiomycota.g__Symmetrospora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU871.p__Basidiomycota.g__Entoloma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU872.p__Mortierellomycota.g__Mortierella",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU873.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU874.p__Ascomycota.g__Sarcopodium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
"OTU875.p__Ascomycota.g__Sordariales_gen_Incertae_sedis",3,0,5,0,6,0,0,0,3,10,0,0,3,9,0,16,0,24,18,15,1,10,12,23,58
"OTU877.p__Ascomycota.g__Rhinocladiella",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU878.p__Ascomycota.g__Fusarium",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,1,0,3
"OTU879.p__Ascomycota.g__Pezizales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU880.p__Basidiomycota.g__Basidiomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,2,0,0,0,0,1
"OTU881.p__Chytridiomycota.g__Fimicolochytrium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU882.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU883.p__Ascomycota.g__Berkeleyomyces",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU884.p__Ascomycota.g__Achaetomium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,1,0
"OTU885.p__Ascomycota.g__Chaetomiaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU886.p__Kickxellomycota.g__Ramicandelaber",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"OTU887.p__Ascomycota.g__Ascobolus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU888.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU889.p__Basidiomycota.g__Cystobasidium",1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0
"OTU890.p__Ascomycota.g__Sordariomycetes_gen_Incertae_sedis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU891.p__Ascomycota.g__Talaromyces",0,0,1,0,3,0,4,0,2,9,6,0,0,10,0,1,1,5,2,3,1,0,1,2,1
"OTU892.p__Glomeromycota.g__Glomeraceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU893.p__Basidiomycota.g__Schizophyllum",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU894.p__Basidiomycota.g__Ceraceosorus",0,0,0,0,0,0,0,3,0,0,0,12,0,0,10,0,4,0,0,0,1,0,0,0,0
"OTU895.p__Ascomycota.g__Stagonospora",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,1,2,0,1,0
"OTU896.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU897.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,1,0,0,0,7,0,0,0,0,0,0,11,0,6,0,0,0,4,0,0,0,0
"OTU898.p__Ascomycota.g__Leptoxyphium",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU900.p__Ascomycota.g__Boubovia",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"OTU901.p__Basidiomycota.g__Micropsalliota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU902.p__Ascomycota.g__Teratoramularia",0,0,0,0,0,0,0,9,0,1,4,0,0,0,6,0,8,0,0,0,15,0,0,0,0
"OTU903.p__Ascomycota.g__Sordariomycetes_gen_Incertae_sedis",0,0,0,0,0,0,0,3,0,0,0,6,1,0,3,0,1,0,1,0,2,0,0,0,0
"OTU904.p__Ascomycota.g__Cistella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU905.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU906.p__Mucoromycota.g__Actinomucor",0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,2,4,0,0,3,0,0,0
"OTU907.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU908.p__Ascomycota.g__Keissleriella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU909.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU910.p__Basidiomycota.g__Meira",0,0,0,0,0,0,0,5,0,0,0,1,0,0,3,0,6,0,0,1,7,0,0,0,0
"OTU912.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU913.p__Ascomycota.g__Orbiliaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"OTU914.p__Ascomycota.g__Podosporaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"OTU915.p__Basidiomycota.g__Trimorphomycetaceae_gen_Incertae_sedis",0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0
"OTU916.p__Ascomycota.g__Bionectriaceae_gen_Incertae_sedis",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU917.p__Ascomycota.g__Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
